조사지역,조사기관,1위 후보,1위 지지율(%),2위 후보,2위 지지율(%),격차(%p),링크,제목,본문내용
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5078692&exception_mode=recommend&search_head=100&page=1,여조꽃 : 울산,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5078689&exception_mode=recommend&search_head=100&page=1,여조꽃 : 부산,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
경기 평택시장,조원C&I,최원용,55.8,차화열,23.9,31.9,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5077530&exception_mode=recommend&search_head=100&page=1,조원C&I : 경기 평택시장 최원용 55.8% 차화열 23.9%,"14일 경기일보가 여론조사기관 조앤씨앤아이에 의뢰해 5월9~10일 2일간 경기도 평택시 거주 18세 이상 남녀 500명을 대상으로 진행한 여론조사 결과 차기 평택시장 지지도 조사에서 민주당 최원용 후보가 55.8%의 지지를 얻어 국민의힘 차화열 후보(23.9%)를 오차범위 밖에서 앞섰다. 그 외 인물 5.1%, 없음 6.8%, 모름 8.4%다.권역별로 1권역(진위면, 서탄면, 중앙동, 서정동, 송탄동, 지산동, 송북동, 신장1·2동, 통복동, 세교동)과 2권역(팽성읍, 안중읍, 포승읍, 청북읍, 고덕면, 오성면, 현덕면, 고덕동), 3권역(신평동, 원평동, 비전1·2동, 용이동, 동삭동) 모두에서 최원용 후보(각각 51.1%, 56.6%, 59.6%)가 차화열 후보(27.8%, 21.0%, 22.9%)보다 높게 나타났다.평택시민의 51.0%는 다가오는 지방선거에서 ‘국정 지원을 위해 여당에 힘을 실어줘야 한다’고 응답했다. ‘정권 견제를 위해 야당에 힘을 실어줘야 한다’는 응답은 33.8%, 모름 15.1%다.조사개요이번 조사는 경기일보 의뢰로 조원씨앤아이가 2026년 5월9~10일 2일간 경기도 평택시 거주 18세 이상 남녀 대상으로 ARS 여론조사(휴대전화 가상번호 100%, 성, 연령대, 지역별 비례할당 무작위 추출)를 실시한 결과이며 표본수는 500명(총 통화 시도 5천509명·응답률 9.1%), 표본오차는 95% 신뢰수준에 ±4.4%포인트임. 그 밖의 사항은 중앙선거여론조사심의위원회 홈페이지 참조. ※가중치 부여 방식: 성별, 연령별, 지역별 가중값 부여(2026년 4월 말 행정안전부 발표 주민등록인구 기준)"
경남 김해시장,KSOI,정영두,47.1,홍태용,37.3,9.8,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5077796&exception_mode=recommend&search_head=100&page=1,KSOI : 경남 김해시장 정영두 47.1% 홍태용 37.3%,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
경남도지사,KSOI,김경수,44.3,박완수,43.5,0.8,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5077778&exception_mode=recommend&search_head=100&page=1,KSOI : 경남도지사 김경수 44.3% 박완수 43.5%,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
제주 서귀포,한국리서치,이재명,77.0,민주,55.0,22.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5077627&exception_mode=recommend&search_head=100&page=1,한국리서치 : 제주 서귀포 이재명 77% 민주 55% 국힘 16%,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
MBC여론M 5/13 평택을,미상,김용남,27.1,조국,23.6,3.5,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5076687&exception_mode=recommend&search_head=100&page=1,MBC여론M 5/13 평택을 김용남 27.1 조국 23.6,"https://poll-mbc.co.kr/assembly.html [여론M] 여론조사를 조사하다들쭉날쭉한 여론조사, 어떤 게 맞을까요?poll-mbc.co.kr최신 조사 반영"
부산시장,한길리서치,전재수,47.7,박형준,40.2,7.5,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5076412&exception_mode=recommend&search_head=100&page=1,한길리서치 : 부산시장 전재수 47.7% 박형준 40.2%,"부산MBC가 한길리서치에 의뢰한 조사에서, ′6월 부산시장 선거에서 누구에게 투표하겠냐′고 물었더니, 더불어민주당 전재수 47.7%, 국민의힘 박형준 40.2%, 개혁신당 정이한 후보 2.9%로 나타났습니다.전 후보가 박 후보를 7.5% 포인트(p) 차이로 오차범위 밖에서 앞선 것으로 조사됐습니다.지지 정당은 더불어민주당 39.2%, 국민의힘 36.4%, 조국혁신당 4.7%, 개혁신당 2.0%, 진보당 1.7%로 집계됐습니다.′부산교육감 선거에서 누구에게 투표하겠냐′고 물었더니 김석준 후보 36.1%, 최윤홍 후보 12.8%, 정승윤 후보 11.1%로 응답 조사됐습니다.이번 조사는 부산MBC가 한길리서치에 의뢰해 부산시민 천 18명을 대상으로 지난 11일과 12일 이틀동안 진행됐으며, 자세한 내용은 중앙선거여론조사심의위원회 홈페이지에서 확인할 수 있습니다.조사개요🌑조사의뢰 : 부산MBC🌑조사기관 : (주)한길리서치🌑조사지역 : 부산광역시🌑조사기간 : 2026년 5월 11일~12일 (2일간)🌑조사대상 : 부산광역시에 거주하는 만 18세 이상 남*녀🌑조사규모 : 1018명🌑조사방법 : 무선(가상번호) ARS 100.0%🌑피조사자 선정방법(표본추출방법) : 성/연령/지역별 할당 무작위 추출🌑자료처리방법 : 수집된 자료는 EDITING ⇨ CODING/PUNCHING ⇨ CLEANING의 과정을 거쳐 SPSS 프로그램을 이용하여 처리🌑가중값 산출 및 적용방법 : 성별, 연령별, 지역별, 가중값 부여(2026년 3월말 행정안전부 주민등록 인구 기준)🌑표본오차 : 95% 신뢰 수준에 오차범위 ±3.1%포인트(P)🌑응답률 : 7.3%자세한 내용은 중앙선거여론조사심의위원회 홈페이지 참조"
부산 북갑,한길리서치,하,35.5,한,32.6,2.9,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5076407&exception_mode=recommend&search_head=100&page=1,한길리서치 : 부산 북갑 하 35.5% 한 32.6% 박 25.5%,"부산 북구 갑 선거구에 거주하는 501명을 대상으로 한 여론조사에서는, ""누구에게 투표하겠냐""는 질문에 대해, 더불어민주당 하정우 후보 35.5%, 국민의힘 박민식 후보 25.5%, 무소속 한동훈 후보 32.6%로 나타났습니다.하정우, 박민식 두 후보가 양자 대결할 경우엔, 39%는 하정우 후보를, 32.8%는 박민식 후보를 지지한다고 밝혔고, 하정우, 한동훈 양자 대결에서는 하정우 39.7%, 한동훈 37.6%의 지지를 얻었습니다.박민식, 한동훈 두 후보가 단일화 할 경우 누가 단일 후보로 적임자인가 라는 질문에는, 박민식 31.8%, 한동훈 40.7%로 조사됐습니다.응답자의 91.3%는 이번 선거에 ""투표하겠다""고 응답한 반면, 3.2%는 투표하지 못하거나 안할 것 같다고 응답했습니다.이번 조사는 부산MBC가 한길리서치에 의뢰해 2026년 5월 11일부터 12일까지 실시했으며, 자세한 내용은 중앙선거여론조사심의위원회에서 확인할 수 있습니다.조사개요🌑조사의뢰 : 부산MBC🌑조사기관 : (주)한길리서치🌑조사지역 : 부산광역시 북구갑 선거구🌑조사기간 : 2026년 5월 11일~12일 (2일간)🌑조사대상 : 부산광역시 북구갑 선거구에 거주하는 만 18세 이상 남*녀🌑조사규모 : 501명🌑조사방법 : 무선(가상번호) ARS 100%🌑피조사자 선정방법(표본추출방법) : 성/연령/지역별 할당 무작위 추출🌑자료처리방법 : 수집된 자료는 EDITING ⇨ CODING/PUNCHING ⇨ CLEANING의 과정을 거쳐 SPSS 프로그램을 이용하여 처리🌑가중값 산출 및 적용방법 : 성별, 연령별, 지역별, 가중값 부여(2026년 3월말 행정안전부 주민등록 인구 기준)🌑표본오차 : 95% 신뢰수준에 오차범위 ±4.4%p🌑응답률 : 9.6%자세한 내용은 중앙선거여론조사심의위원회 홈페이지 참조"
MBC.M5/13평택을,미상,김용남,25.4,조,23.6,1.8,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5074677&exception_mode=recommend&search_head=100&page=1,MBC.M5/13평택을 김용남 25.4 조 23.6,5.5 이후 업데이트 없음
경기 하남갑,한국갤럽,이광재,47.0,이용,33.0,14.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5075679&exception_mode=recommend&search_head=100&page=1,한국갤럽 : 경기 하남갑 이광재 47% 이용 33%,"뉴스1이 지난 12~13일 한국갤럽에 의뢰해 12~13일 하남갑 거주 18세 이상 남녀 500명을 대상으로 실시한 여론조사에선 이광재 민주당 후보가 47% 지지도를 얻어 이용 국민의힘 후보(33%)를 14%포인트(p)차로 앞섰다. 김성열 개혁신당 후보는 3%였다.이번 조사는 무작위 추출된 무선전화 가상번호를 통한 전화 조사원 인터뷰(CATI) 방식으로 실시했다. 응답률은 부산 북갑 11.3%, 경기 평택을 10.0%, 하남갑 11.0%다. 표본오차는 북갑 95% 신뢰수준에 ±4.3%p, 평택을과 하남갑은 각 95% 신뢰수준에 ±4.4%p다.자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조."
경기 평택을,한국갤럽,김용남,29.0,조국,24.0,5.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5075678&exception_mode=recommend&search_head=100&page=1,한국갤럽 : 경기 평택을 김용남 29% 유의동 20% 조국 24%,"뉴스1이 지난 12~13일 한국갤럽에 의뢰해 평택을 거주 18세 이상 남녀 501명을 대상으로 한 평택을 국회의원 재선거 후보 지지도에선 김용남 민주당 후보 29%, 유의동 국민의힘 후보 20%, 조국 조국혁신당 후보 24%, 김재연 진보당 후보 4%, 황교안 자유와혁신 후보 8%를 각각 기록했다.적극 투표층에선 김 후보 30%, 유 후보 21%, 조 후보 28%였다. 김 후보와 유 후보 간 격차는 변동이 없었지만, 김 후보와 조 후보 간 격차가 2%p로 좁혀졌다.평택을 가상 양자 대결에선 김용남 후보 54%-유 후보 34%, 조 후보 48%-유 후보 38%를 기록했다. 지지율 격차는 각 20%p, 10%p로, 수치로만 놓고 보면 국민의힘 후보와의 양자 대결에서 김용남 후보가 더 경쟁력이 있는 것으로 분석된다.범진보 진영의 김용남·조국·김재연 후보 간 단일화 여부에 대해선 '해야 한다' 29%, '하면 안 된다' 46%였다. 범보수 진영 유의동·황교안 후보 간 단일화에 대해서도 '해야 한다' 30%, '하면 안 된다' 38%로 반대가 더 높았다.범진보 진영 단일화 선호 후보로는 김용남 후보, 조 후보가 각 32% 동률을 기록했다. 김재연 후보는 9% 지지를 얻었다. 범보수 진영 단일화 선호 후보로는 유 후보가 59%로 황 후보(19%)를 크게 앞섰다.이번 조사는 무작위 추출된 무선전화 가상번호를 통한 전화 조사원 인터뷰(CATI) 방식으로 실시했다. 응답률은 부산 북갑 11.3%, 경기 평택을 10.0%, 하남갑 11.0%다. 표본오차는 북갑 95% 신뢰수준에 ±4.3%p, 평택을과 하남갑은 각 95% 신뢰수준에 ±4.4%p다.자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조."
부산 북갑,한국갤럽,하정우,39.0,한동훈,29.0,10.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5075677&exception_mode=recommend&search_head=100&page=1,한국갤럽 : 부산 북갑 하정우 39% 박민식 21% 한동훈 29%,"뉴스1이 지난 12~13일 한국갤럽에 의뢰해 부산 북갑 거주 18세 이상 남녀 508명을 대상으로 실시해 14일 공개한 부산 북갑 국회의원 보궐선거 여론조사에서 하정우 민주당 후보가 39%, 박민식 국민의힘 후보는 21%, 한동훈 무소속 후보 29% 지지도를 각각 얻었다.'이번 지방선거에 반드시 투표하겠다'고 답한 적극투표 의향층에선 하 후보가 45%의 지지를 받아 한 후보(29%) 및 박 후보(21%)와의 격차를 더 벌렸다.부산 북갑 주민들을 대상으로 한 부산시장 선거 후보 지지도는 전재수 민주당 후보 57%, 박형준 국민의힘 후보 32%였다. 부산 북갑은 전재수 후보의 국회의원 시절 지역구다.북갑은 진보-보수 진영 구도로 보면 39%대 50%(21%+29%)로 보수 후보 단일화가 변수로 꼽힌다. 가상 양자 대결 지지도는 하 후보 50%-박 후보 37%, 하 후보 46%-한 후보 40%로 집계됐다. 박 후보는 오차범위(±4.4%p) 밖에서, 한 후보는 오차범위 내에서 하 후보에게 열세를 보였다.박민식·한동훈 후보 간 단일화와 관련해선 '해야 한다'와 '하면 안 된다'가 각 40%로 동률이었다. '모름·응답 거절'은 20%다. 단일화 선호 후보 지지도는 한 후보가 45%로, 박 후보(39%)보다 6%p 높았다.이번 조사는 무작위 추출된 무선전화 가상번호를 통한 전화 조사원 인터뷰(CATI) 방식으로 실시했다. 응답률은 부산 북갑 11.3%, 경기 평택을 10.0%, 하남갑 11.0%다. 표본오차는 북갑 95% 신뢰수준에 ±4.3%p, 평택을과 하남갑은 각 95% 신뢰수준에 ±4.4%p다.자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조."
서울시장,KSOI,정원오,44.9,오세훈,39.8,5.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5075675&exception_mode=recommend&search_head=100&page=1,KSOI : 서울시장 정원오 44.9% 오세훈 39.8%,"CBS가 한국사회여론연구소(KSOI)에 의뢰해 지난 12~13일 서울 거주 만 18세 이상 1002명 대상 ARS 방식으로 조사한 결과, 정 후보와 오 후보 지지율은 각각 44.9%와 39.8%로 집계됐다. 지지율 격차는 3주 만에 10.2%포인트에서 5.1%포인트로 대폭 줄었다. 지난달 22~23일 실시된 직전 여론조사에서 정 후보 지지율은 45.6%로, 오 후보(35.4%)를 오차범위 밖에서 앞섰다.지방선거가 다가올수록 진보·보수층이 결집하는 가운데 일부 중도층 표심이 오 후보 쪽으로 흡수된 것으로 보인다.이번 조사 결과를 이념 성향별로 보면 진보층 87.8%가 정 후보를, 보수층 70.4%는 오 후보를 지지한 것으로 나타났다. 중도층에서는 정 후보 지지율이 직전 조사보다 0.5%포인트 감소한 48.4%, 오 후보의 지지율은 5.3%포인트 증가한 38.3%를 기록했다.6∙3 지방선거 투표 의향에 관한 문항에서는 89.1%가 '반드시 투표할 것'이라고 답했다.지방선거에서 '여권 후보 선택'이라고 응답한 비율은 직전 조사 때보다 2.6%포인트 감소한 44.0%로 나타났다. '야권 후보 선택'이라는 응답은 5.2%포인트 증가한 42.4%를 기록했다. '잘 모름'은 13.7%였다.'서울시 교육감 선거에서 어느 성향의 후보를 선호하느냐'는 물음에는 40.9%가 '보수 성향의 후보', 36.6%가 '진보 성향의 후보', 15.2%가 '선호 성향이 없다'고 답했다. '잘 모름'이라는 응답은 7.2%를 기록했다.교육감 후보 적합도로는 진보 성향으로 분류되는 정근식 후보와 한만중 후보는 각각 17.8%와 3.2%로 집계됐다. 보수 성향인 조전혁 후보와 윤호상 후보는 각각 12.8%와 9.2%를 기록했다.이재명 대통령 국정 지지도는 직전 조사 때보다 4%포인트 감소한 53.8%로 나타났다. '부정 평가'는 4%포인트 늘어 40.6%로 집계됐다. '잘 모름'이라는 응답은 5.6%였다.정당 지지도는 더불어민주당 38.9%, 국민의힘 32.9%, 개혁신당 4.4%, 조국혁신당 2.5%, 진보당 2.1% 순으로 나타났다.▶이번 여론조사는…-조사방법: 구조화된 설문지를 이용한 자동응답(ARS) 조사-모집단: 서울특별시 거주 만 18세 이상 남녀 1002명-피조사자 선정방법: 무선 ARS 자동응답 조사(무선 100%). 통신사 제공 휴대전화 가상번호 활용-표본오차: 95% 신뢰수준에서 ±3.1%포인트-응답률: 5.3%-가중값 산출 및 적용: 성, 연령, 지역별 가중치 부여(셀가중). 2026년 4월 말 행정안전부 주민등록 인구 기준-조사기간: 2026년 5월 12~13일-조사기관: 한국사회여론연구소(KSOI)https://www.nocutnews.co.kr/news/6516840?page=1&c1=182 정원오 44.9% 오세훈 39.8%…오차범위 내 추격[CBS-KSOI] 6·3 서울시장 선거가 20일 앞으로 다가오면서 국민의힘 오세훈 후보가 더불어민주당 정원오 후보를 오차 범위 내에서 추격하고 있는 여론조사 결과가 나왔다.www.nocutnews.co.kr"
충남 계룡시장,유앤미,정준영,48.9,이응우,43.0,5.9,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5073222&exception_mode=recommend&search_head=100&page=1,유앤미 : 충남 계룡시장 정준영 48.9% 이응우 43%,"지지정당을 묻는 문항에서는 “더불어민주당”이 46.3%, “국민의힘”은 35.8% “조국혁신당” 4.3%, 진보당 0.9%, “개혁신당” 0.4% “기타정당”은 1.6%, “지지하는 정당이 없다”는 9.6%, “잘모름”은 1.2%로 나타났다.조사개요'계룡신문' 은 제9회 전국동시지방선거 정당별 계룡시장후보 공천확정자와 정당 지지을 묻는 여론조사를 유앤미리서치 의뢰해 지난 5월 10~11일 이틀간 계룡시민을 대상으로 실시했다.여론조사는 무선 가상번호 78.0%, 유선RDD 22.0%에서 계룡시 거주 만 18세 이상 남녀 500명을 대상으로 구조화된 설문지를 이용한 ARS 방식 응답률 8.5%로 집계된 결과다.표본오차는 95% 신뢰수준에 ±4.4%포인트, 가중값 산출 및 적용방법은 2025년 12월 말 행정안전부 주민등록 인구통계 기준에 의해 이뤄졌다.자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참고하면 된다."
인천 제물포구청장,한국갤럽,남궁형,43.0,김찬진,39.0,4.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5074529&exception_mode=recommend&search_head=100&page=1,한국갤럽 : 인천 제물포구청장 남궁형 43% 김찬진 39%,"대통령 직무 수행을 평가해달라는 질문에는 ‘잘하고 있다’는 응답이 69%로 가장 많았다. ‘잘못하고 있다’ 23%의 3배에 달했다. ‘어느 쪽도 아니다’, ‘모름·응답거절’은 각각 3%, 5%였다.※이번 여론조사는 경인일보가 여론조사 전문기관 한국갤럽조사연구소에 의뢰해 지난 11~12일 이틀간 인천시 동구, 중구(영종도 지역 제외)에 거주하는 만 18세 이상 남녀 505명을 대상으로 진행했다. 휴대전화 가상(안심)번호를 무작위로 추출해 100% 전화 조사원 인터뷰(CATI)를 실시했다. 표본오차는 95% 신뢰수준에서 ±4.4%p, 응답률은 13.4%다. 2026년 4월 말 행정안전부 주민등록 인구를 기준으로 성별, 연령별, 지역별 가중치(셀가중)를 적용했다. 자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다."
MBC.M5/13 북갑,미상,하정우,42.2,한,31.0,11.2,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5074670&exception_mode=recommend&search_head=100&page=1,MBC.M5/13 북갑 하정우 42.2  한 31 박25.2,
양산,KOPRA,박완수,44.6,김경수,44.3,0.3,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5073800&exception_mode=recommend&search_head=100&page=1,KOPRA : 양산 김경수 44.3% 박완수 44.6%,"http://www.yangsanilbo.com/news/articleView.html?idxno=124760 6.3지방선거 양산 민심, 본선 앞두고 팽팽한 접전6.3지방선거 본후보 등록을 일주일 앞두고 실시된 양산신문 여론조사에서 양산시장과 경남도지사, 정당 지지도 모두 오차범위 내 접전 양상을 보이며 본선 구도 역시 팽팽한 흐름을 이어가는 것으로 나타났다.우선 차기 양산시장 지지도 조사에서는 더불어민주당 조문관 예비후보 44.3%, 국민의힘 나동연 예비후보 42.3%로 나타났다. 두 후보 간 격차는 2.0%p로 오차범위 내다. 기타 후보는 5.0%, 없다 4.4%, 잘 모름은 4.0%였다.연령별로는 조문관 후보가 40대(56.0%)·50대(50.1%)·60대(46.9%)에서 앞섰고, 나www.yangsanilbo.com우선 차기 양산시장 지지도 조사에서는 더불어민주당 조문관 예비후보 44.3%, 국민의힘 나동연 예비후보 42.3%로 나타났다. 차기 경남도지사 지지도 조사에서는 국민의힘 박완수 예비후보 44.6%, 더불어민주당 김경수 예비후보 44.3%로 나타났다. 격차는 0.3%p에 불과해 오차범위 내 초접전 양상이다. 연령별로는 김경수 후보가 40대(60.5%)·50대(50.6%)에서 우세를 보인 반면, 박완수 후보는 18~29세(51.1%)·30대(50.5%)·60대(46.3%)·70세 이상(62.6%)에서 앞섰다. 이 조사는 양산신문이 한국여론평판연구소(KOPRA)에 의뢰해 2026년 5월 7일~5월 9일 경상남도 양산시 만 18세 이상 남녀 800명을 대상으로 무선 가상번호(81%)와 유선 RDD(19%)를 이용한 ARS조사 방식으로 진행했다. 응답률은 3.9%(2만379명 중 800명)이며 2026년 4월 말 행정안전부 주민등록인구 기준으로 성별, 연령대별, 지역별 가중값을 부여했고, 표본오차는 95% 신뢰수준에 ±3.5%p다. 자세한 조사 결과는 중앙선거여론조사심의위원회 홈페이지에서 확인할 수 있다. - dc official App"
,KSOI,이재명,60.7,민주,46.5,14.2,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5072994&exception_mode=recommend&search_head=100&page=1,KSOI : 이재명 60.7% 민주 46.5% 국힘 28%,여론조사개요는 첨부된 사진에서 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
인천 연수갑,토마토,송영길,51.7,박종진,32.6,19.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5072913&exception_mode=recommend&search_head=100&page=1,토마토 : 인천 연수갑 송영길 51.7% 박종진 32.6%,"이번 조사는 <뉴스토마토> 의뢰로 미디어토마토가 지난 10일부터 11일까지 이틀간 만 18세 이상 인천 연수갑 선거구 거주 성인남녀 501명을 대상으로 실시됐으며, 표본오차는 95% 신뢰수준에 ±4.4%포인트입니다. 휴대전화 가상번호(안심번호)를 활용한 무선 ARS(자동응답) 방식으로 진행됐으며, 응답률은 6.9%로 집계됐습니다.한편 이번 조사는 2026년 4월 말 행정안전부 주민등록 인구를 기준으로 성별·연령별·지역별 가중값을 산출했고 셀가중을 적용했습니다. 그 밖의 자세한 조사 개요와 결과는 중앙선거여론조사심의위원회 홈페이지를 참조하면 됩니다."
